ticker,utc_time,finviz_float_raw,finviz_float_fmt,finviz_outstanding_raw,finviz_outstanding_fmt,finviz_short_interest_raw,finviz_short_interest_fmt
_ADCT,2022-01-24T07:00:00+00:00,37320000,37.3M,,,,
_ADER,2022-01-24T07:00:00+00:00,27500000,27.5M,,,,
_ADES,2022-01-24T07:00:00+00:00,15010000,15M,,,,
_ADEX,2022-01-24T07:00:00+00:00,27610000,27.6M,,,,
_ADGI,2022-01-24T07:00:00+00:00,51730000,51.7M,,,,
_ADIL,2022-01-24T07:00:00+00:00,16760000,16.8M,,,,
_ADN,2022-01-24T07:00:00+00:00,26820000,26.8M,,,,
_ADOC,2022-01-24T07:00:00+00:00,7900000,7.9M,,,,
_ADTH,2022-01-24T07:00:00+00:00,20850000,20.8M,,,,
_ADTN,2022-01-24T07:00:00+00:00,48560000,48.6M,,,,
_ADXN,2022-01-24T07:00:00+00:00,3130000,3.13M,,,,
_AE,2022-01-24T07:00:00+00:00,2370000,2.37M,,,,
_AEHL,2022-01-24T07:00:00+00:00,1560000,1.56M,,,,
_AEHR,2022-01-24T07:00:00+00:00,10070000,10.1M,,,,
_AEMD,2022-01-24T07:00:00+00:00,15280000,15.3M,,,,
_AENZ,2022-01-24T07:00:00+00:00,42190000,42.2M,,,,
_AERC,2022-01-24T07:00:00+00:00,3980000,3.98M,,,,
_AERI,2022-01-24T07:00:00+00:00,45930000,45.9M,,,,
_AESE,2022-01-24T07:00:00+00:00,16590000,16.6M,,,,
_AEY,2022-01-24T07:00:00+00:00,7840000,7.84M,,,,
_AEYE,2022-01-24T07:00:00+00:00,5540000,5.54M,,,,
_AFBI,2022-01-24T07:00:00+00:00,5240000,5.24M,,,,
_AFCG,2022-01-24T07:00:00+00:00,12330000,12.3M,,,,
_AFI,2022-01-24T07:00:00+00:00,20970000,21M,,,,
_AFIB,2022-01-24T07:00:00+00:00,26000000,26M,,,,
_AFYA,2022-01-24T07:00:00+00:00,37030000,37M,,,,
_AGCB,2022-01-24T07:00:00+00:00,45570000,45.6M,,,,
_AGFS,2022-01-24T07:00:00+00:00,20100000,20.1M,,,,
_AGFY,2022-01-24T07:00:00+00:00,18850000,18.8M,,,,
_AGIL,2022-01-24T07:00:00+00:00,29100000,29.1M,,,,
_AGIO,2022-01-24T07:00:00+00:00,53660000,53.7M,,,,
_AGLE,2022-01-24T07:00:00+00:00,48550000,48.6M,,,,
_AGMH,2022-01-24T07:00:00+00:00,10760000,10.8M,,,,
_AGRI,2022-01-24T07:00:00+00:00,12110000,12.1M,,,,
_AGS,2022-01-24T07:00:00+00:00,36440000,36.4M,,,,
_AGTC,2022-01-24T07:00:00+00:00,42630000,42.6M,,,,
_AGX,2022-01-24T07:00:00+00:00,15020000,15M,,,,
_AGYS,2022-01-24T07:00:00+00:00,23350000,23.4M,,,,
_AHG,2022-01-24T07:00:00+00:00,7940000,7.94M,,,,
_AHH,2022-01-24T07:00:00+00:00,60340000,60.3M,,,,
_AHI,2022-01-24T07:00:00+00:00,14680000,14.7M,,,,
_AHPI,2022-01-24T07:00:00+00:00,3260000,3.26M,,,,
_AIH,2022-01-24T07:00:00+00:00,23600000,23.6M,,,,
_AINC,2022-01-24T07:00:00+00:00,1820000,1.82M,,,,
_AINV,2022-01-24T07:00:00+00:00,63970000,64M,,,,
_AIP,2022-01-24T07:00:00+00:00,14550000,14.6M,,,,
_AIR,2022-01-24T07:00:00+00:00,33800000,33.8M,,,,
_AIRG,2022-01-24T07:00:00+00:00,9400000,9.4M,,,,
_AIRS,2022-01-24T07:00:00+00:00,9700000,9.7M,,,,
_AIRT,2022-01-24T07:00:00+00:00,1520000,1.52M,,,,
_AJX,2022-01-24T07:00:00+00:00,20710000,20.7M,,,,
_AKIC,2022-01-24T07:00:00+00:00,23000000,23M,,,,
_AKRO,2022-01-24T07:00:00+00:00,24720000,24.7M,,,,
_AKTS,2022-01-24T07:00:00+00:00,49740000,49.7M,,,,
_AKTX,2022-01-24T07:00:00+00:00,28820000,28.8M,,,,
_AKUS,2022-01-24T07:00:00+00:00,33290000,33.3M,,,,
_AKYA,2022-01-24T07:00:00+00:00,32240000,32.2M,,,,
_ALAC,2022-01-24T07:00:00+00:00,1140000,1.14M,,,,
_ALBO,2022-01-24T07:00:00+00:00,16830000,16.8M,,,,
_ALCO,2022-01-24T07:00:00+00:00,4130000,4.13M,,,,
_ALDX,2022-01-24T07:00:00+00:00,47340000,47.3M,,,,
_ALF,2022-01-24T07:00:00+00:00,8210000,8.21M,,,,
_ALGS,2022-01-24T07:00:00+00:00,32890000,32.9M,,,,
_ALIM,2022-01-24T07:00:00+00:00,5310000,5.31M,,,,
_ALJJ,2022-01-24T07:00:00+00:00,20490000,20.5M,,,,
_ALLK,2022-01-24T07:00:00+00:00,50720000,50.7M,,,,
_ALLR,2022-01-24T07:00:00+00:00,5870000,5.87M,,,,
_ALLT,2022-01-24T07:00:00+00:00,35620000,35.6M,,,,
_ALOT,2022-01-24T07:00:00+00:00,6920000,6.92M,,,,
_ALPN,2022-01-24T07:00:00+00:00,21480000,21.5M,,,,
_ALRS,2022-01-24T07:00:00+00:00,14950000,15M,,,,
_ALT,2022-01-24T07:00:00+00:00,37380000,37.4M,,,,
_ALTG,2022-01-24T07:00:00+00:00,25920000,25.9M,,,,
_ALVR,2022-01-24T07:00:00+00:00,31820000,31.8M,,,,
_ALTU,2022-01-24T07:00:00+00:00,30000000,30M,,,,
_ALXO,2022-01-24T07:00:00+00:00,25030000,25M,,,,
_ALYA,2022-01-24T07:00:00+00:00,41020000,41M,,,,
_ALZN,2022-01-24T07:00:00+00:00,50720000,50.7M,,,,
_AMAL,2022-01-24T07:00:00+00:00,27170000,27.2M,,,,
_AMBC,2022-01-24T07:00:00+00:00,45630000,45.6M,,,,
_AMCX,2022-01-24T07:00:00+00:00,28850000,28.8M,,,,
_AMK,2022-01-24T07:00:00+00:00,19390000,19.4M,,,,
_AMNB,2022-01-24T07:00:00+00:00,10300000,10.3M,,,,
_AMOT,2022-01-24T07:00:00+00:00,12190000,12.2M,,,,
_AMPG,2022-01-24T07:00:00+00:00,9000000,9M,,,,
_AMPH,2022-01-24T07:00:00+00:00,36610000,36.6M,,,,
_AMPY,2022-01-24T07:00:00+00:00,37670000,37.7M,,,,
_AMS,2022-01-24T07:00:00+00:00,3410000,3.41M,,,,
_AMSC,2022-01-24T07:00:00+00:00,26200000,26.2M,,,,
_AMST,2022-01-24T07:00:00+00:00,12440000,12.4M,,,,
_AMTB,2022-01-24T07:00:00+00:00,26150000,26.2M,,,,
_AMTI,2022-01-24T07:00:00+00:00,29310000,29.3M,,,,
_AMTX,2022-01-24T07:00:00+00:00,31030000,31M,,,,
_AMYT,2022-01-24T07:00:00+00:00,13910000,13.9M,,,,
_ANAB,2022-01-24T07:00:00+00:00,27400000,27.4M,,,,
_ANDE,2022-01-24T07:00:00+00:00,30770000,30.8M,,,,
_ANEB,2022-01-24T07:00:00+00:00,5710000,5.71M,,,,
_ANF,2022-01-24T07:00:00+00:00,58020000,58M,,,,
_ANGN,2022-01-24T07:00:00+00:00,18130000,18.1M,,,,
_ANGO,2022-01-24T07:00:00+00:00,36940000,36.9M,,,,
_ANIK,2022-01-24T07:00:00+00:00,14280000,14.3M,,,,
_ANIX,2022-01-24T07:00:00+00:00,28640000,28.6M,,,,
_ANNX,2022-01-24T07:00:00+00:00,36130000,36.1M,,,,
_ANPC,2022-01-24T07:00:00+00:00,5180000,5.18M,,,,
_ANVS,2022-01-24T07:00:00+00:00,5590000,5.59M,,,,
_AOMR,2022-01-24T07:00:00+00:00,19350000,19.4M,,,,
_AOUT,2022-01-24T07:00:00+00:00,13390000,13.4M,,,,
_AP,2022-01-24T07:00:00+00:00,12270000,12.3M,,,,
_APCX,2022-01-24T07:00:00+00:00,6700000,6.7M,,,,
_APDN,2022-01-24T07:00:00+00:00,6840000,6.84M,,,,
_APEI,2022-01-24T07:00:00+00:00,18250000,18.2M,,,,
_APEN,2022-01-24T07:00:00+00:00,30390000,30.4M,,,,
_API,2022-01-24T07:00:00+00:00,58690000,58.7M,,,,
_APLT,2022-01-24T07:00:00+00:00,20600000,20.6M,,,,
_APM,2022-01-24T07:00:00+00:00,8800000,8.8M,,,,
_APR,2022-01-24T07:00:00+00:00,34630000,34.6M,,,,
_APRE,2022-01-24T07:00:00+00:00,19360000,19.4M,,,,
_APRN,2022-01-24T07:00:00+00:00,10240000,10.2M,,,,
_APT,2022-01-24T07:00:00+00:00,11890000,11.9M,,,,
_APTS,2022-01-24T07:00:00+00:00,51510000,51.5M,,,,
_APTX,2022-01-24T07:00:00+00:00,60090000,60.1M,,,,
_APVO,2022-01-24T07:00:00+00:00,4640000,4.64M,,,,
_APWC,2022-01-24T07:00:00+00:00,3390000,3.39M,,,,
_APYX,2022-01-24T07:00:00+00:00,30060000,30.1M,,,,
_AQST,2022-01-24T07:00:00+00:00,39040000,39M,,,,
_ARAV,2022-01-24T07:00:00+00:00,13110000,13.1M,,,,
_ARBK,2022-01-24T07:00:00+00:00,41480000,41.5M,,,,
_ARC,2022-01-24T07:00:00+00:00,36390000,36.4M,,,,
_ARCE,2022-01-24T07:00:00+00:00,28000000,28M,,,,
_ARCT,2022-01-24T07:00:00+00:00,22690000,22.7M,,,,
_ARDS,2022-01-24T07:00:00+00:00,9450000,9.45M,,,,
_AREC,2022-01-24T07:00:00+00:00,47520000,47.5M,,,,
_ARHS,2022-01-24T07:00:00+00:00,25220000,25.2M,,,,
_ARIS,2022-01-24T07:00:00+00:00,17470000,17.5M,,,,
_ARKR,2022-01-24T07:00:00+00:00,1860000,1.86M,,,,
_ARL,2022-01-24T07:00:00+00:00,1480000,1.48M,,,,
_ARMP,2022-01-24T07:00:00+00:00,8630000,8.63M,,,,
_AROW,2022-01-24T07:00:00+00:00,15460000,15.5M,,,,
_ARQT,2022-01-24T07:00:00+00:00,47800000,47.8M,,,,
_ARRW,2022-01-24T07:00:00+00:00,28750000,28.8M,,,,
_ARTW,2022-01-24T07:00:00+00:00,2000000,2M,,,,
_ARYD,2022-01-24T07:00:00+00:00,14950000,15M,,,,
_ASA,2022-01-24T07:00:00+00:00,19230000,19.2M,,,,
_ASC,2022-01-24T07:00:00+00:00,32979999,33M,,,,
_ASLE,2022-01-24T07:00:00+00:00,36430000,36.4M,,,,
_ASMB,2022-01-24T07:00:00+00:00,43510000,43.5M,,,,
_ASPN,2022-01-24T07:00:00+00:00,31660000,31.7M,,,,
_ASPS,2022-01-24T07:00:00+00:00,9260000,9.26M,,,,
_ASPU,2022-01-24T07:00:00+00:00,22830000,22.8M,,,,
_ASRT,2022-01-24T07:00:00+00:00,43510000,43.5M,,,,
_ASRV,2022-01-24T07:00:00+00:00,15450000,15.4M,,,,
_ASTS,2022-01-24T07:00:00+00:00,38900000,38.9M,,,,
_ASUR,2022-01-24T07:00:00+00:00,17910000,17.9M,,,,
_ASYS,2022-01-24T07:00:00+00:00,13960000,14M,,,,
_ATCX,2022-01-24T07:00:00+00:00,28270000,28.3M,,,,
_ATEN,2022-01-24T07:00:00+00:00,64629999,64.6M,,,,
_ATGE,2022-01-24T07:00:00+00:00,48490000,48.5M,,,,
_ATHA,2022-01-24T07:00:00+00:00,35490000,35.5M,,,,
_ATIF,2022-01-24T07:00:00+00:00,7290000,7.29M,,,,
_ATLO,2022-01-24T07:00:00+00:00,8950000,8.95M,,,,
_ATNF,2022-01-24T07:00:00+00:00,22750000,22.8M,,,,
_ATNI,2022-01-24T07:00:00+00:00,10890000,10.9M,,,,
_ATNM,2022-01-24T07:00:00+00:00,21690000,21.7M,,,,
_ATOM,2022-01-24T07:00:00+00:00,20670000,20.7M,,,,
_ATRO,2022-01-24T07:00:00+00:00,27760000,27.8M,,,,
_ATTO,2022-01-24T07:00:00+00:00,3860000,3.86M,,,,
_ATXS,2022-01-24T07:00:00+00:00,12740000,12.7M,,,,
_AUBN,2022-01-24T07:00:00+00:00,2270000,2.27M,,,,
_ATY,2022-01-24T07:00:00+00:00,54510000,54.5M,,,,
_AUDC,2022-01-24T07:00:00+00:00,23900000,23.9M,,,,
_AUID,2022-01-24T07:00:00+00:00,16800000,16.8M,,,,
_AURA,2022-01-24T07:00:00+00:00,11280000,11.3M,,,,
_AUS,2022-01-24T07:00:00+00:00,39430000,39.4M,,,,
_AUTL,2022-01-24T07:00:00+00:00,33020000,33M,,,,
_AUTO,2022-01-24T07:00:00+00:00,7800000,7.8M,,,,
_AUUD,2022-01-24T07:00:00+00:00,8960000,8.96M,,,,
_AUVI,2022-01-24T07:00:00+00:00,3340000,3.34M,,,,
_AVAC,2022-01-24T07:00:00+00:00,20860000,20.9M,,,,
_AVAN,2022-01-24T07:00:00+00:00,59900000,59.9M,,,,
_AVCT,2022-01-24T07:00:00+00:00,31680000,31.7M,,,,
_AVD,2022-01-24T07:00:00+00:00,27100000,27.1M,,,,
_AVDL,2022-01-24T07:00:00+00:00,35510000,35.5M,,,,
_AVEO,2022-01-24T07:00:00+00:00,34320000,34.3M,,,,
_AVID,2022-01-24T07:00:00+00:00,42060000,42.1M,,,,
_AVNS,2022-01-24T07:00:00+00:00,47660000,47.7M,,,,
_AVNW,2022-01-24T07:00:00+00:00,10270000,10.3M,,,,
_AVO,2022-01-24T07:00:00+00:00,37110000,37.1M,,,,
_AVRO,2022-01-24T07:00:00+00:00,42540000,42.5M,,,,
_AVTE,2022-01-24T07:00:00+00:00,4000000,4M,,,,
_AWH,2022-01-24T07:00:00+00:00,61470000,61.5M,,,,
_AWRE,2022-01-24T07:00:00+00:00,13110000,13.1M,,,,
_AWX,2022-01-24T07:00:00+00:00,2310000,2.31M,,,,
_AXDX,2022-01-24T07:00:00+00:00,37340000,37.3M,,,,
_AXGN,2022-01-24T07:00:00+00:00,39630000,39.6M,,,,
_AXLA,2022-01-24T07:00:00+00:00,31510000,31.5M,,,,
_AXR,2022-01-24T07:00:00+00:00,3150000,3.15M,,,,
_AXSM,2022-01-24T07:00:00+00:00,29540000,29.5M,,,,
_AXTI,2022-01-24T07:00:00+00:00,40020000,40M,,,,
_AYLA,2022-01-24T07:00:00+00:00,6760000,6.76M,,,,
_AYRO,2022-01-24T07:00:00+00:00,30820000,30.8M,,,,
_AYTU,2022-01-24T07:00:00+00:00,26380000,26.4M,,,,
_AZ,2022-01-24T07:00:00+00:00,16360000,16.4M,,,,
_AZRE,2022-01-24T07:00:00+00:00,48170000,48.2M,,,,
_AZYO,2022-01-24T07:00:00+00:00,6440000,6.44M,,,,
_BALY,2022-01-24T07:00:00+00:00,32920000,32.9M,,,,
_BANC,2022-01-24T07:00:00+00:00,54590000,54.6M,,,,
_BASE,2022-01-24T07:00:00+00:00,42780000,42.8M,,,,
_BATL,2022-01-24T07:00:00+00:00,16149999,16.1M,,,,
_BBAI,2022-01-24T07:00:00+00:00,12730000,12.7M,,,,
_BBCP,2022-01-24T07:00:00+00:00,26740000,26.7M,,,,
_BBDC,2022-01-24T07:00:00+00:00,46890000,46.9M,,,,
_BBGI,2022-01-24T07:00:00+00:00,8650000,8.65M,,,,
_BBLG,2022-01-24T07:00:00+00:00,3090000,3.09M,,,,
_BBQ,2022-01-24T07:00:00+00:00,8490000,8.49M,,,,
_BBW,2022-01-24T07:00:00+00:00,13970000,14M,,,,
_BCAB,2022-01-24T07:00:00+00:00,27910000,27.9M,,,,
_BCAC,2022-01-24T07:00:00+00:00,7430000,7.43M,,,,
_BCBP,2022-01-24T07:00:00+00:00,15080000,15.1M,,,,
_BCDA,2022-01-24T07:00:00+00:00,11650000,11.6M,,,,
_BCEL,2022-01-24T07:00:00+00:00,22620000,22.6M,,,,
_BCLI,2022-01-24T07:00:00+00:00,29980000,30M,,,,
_BCML,2022-01-24T07:00:00+00:00,9830000,9.83M,,,,
_BCOR,2022-01-24T07:00:00+00:00,47590000,47.6M,,,,
_BCOV,2022-01-24T07:00:00+00:00,40200000,40.2M,,,,
_BCSF,2022-01-24T07:00:00+00:00,52420000,52.4M,,,,
_BCTX,2022-01-24T07:00:00+00:00,13060000,13.1M,,,,
_BDL,2022-01-24T07:00:00+00:00,550000,550K,,,,
_BDSX,2022-01-24T07:00:00+00:00,5370000,5.37M,,,,
_BDTX,2022-01-24T07:00:00+00:00,34920000,34.9M,,,,
_BEAT,2022-01-24T07:00:00+00:00,5090000,5.09M,,,,
_BEEM,2022-01-24T07:00:00+00:00,7550000,7.55M,,,,
_BENE,2022-01-24T07:00:00+00:00,11890000,11.9M,,,,
_BFI,2022-01-24T07:00:00+00:00,12810000,12.8M,,,,
_BFIN,2022-01-24T07:00:00+00:00,11570000,11.6M,,,,
_BFRA,2022-01-24T07:00:00+00:00,13160000,13.2M,,,,
_BFRI,2022-01-24T07:00:00+00:00,3600000,3.6M,,,,
_BFST,2022-01-24T07:00:00+00:00,18250000,18.2M,,,,
_BGFV,2022-01-24T07:00:00+00:00,20850000,20.8M,,,,
_BGI,2022-01-24T07:00:00+00:00,3730000,3.73M,,,,
_BGSF,2022-01-24T07:00:00+00:00,9990000,9.99M,,,,
_BHB,2022-01-24T07:00:00+00:00,14650000,14.6M,,,,
_BHE,2022-01-24T07:00:00+00:00,34770000,34.8M,,,,
_BHLB,2022-01-24T07:00:00+00:00,48140000,48.1M,,,,
_BHR,2022-01-24T07:00:00+00:00,52030000,52M,,,,
_BIG,2022-01-24T07:00:00+00:00,29970000,30M,,,,
_BIOC,2022-01-24T07:00:00+00:00,16840000,16.8M,,,,
_BIOX,2022-01-24T07:00:00+00:00,460000,460K,,,,
_BIRD,2022-01-24T07:00:00+00:00,25130000,25.1M,,,,
_BITE,2022-01-24T07:00:00+00:00,20800000,20.8M,,,,
_BIVI,2022-01-24T07:00:00+00:00,5060000,5.06M,,,,
_BJDX,2022-01-24T07:00:00+00:00,9640000,9.64M,,,,
_BJRI,2022-01-24T07:00:00+00:00,22370000,22.4M,,,,
_BKE,2022-01-24T07:00:00+00:00,29720000,29.7M,,,,
_BKEP,2022-01-24T07:00:00+00:00,3460000,3.46M,,,,
_BKSC,2022-01-24T07:00:00+00:00,3580000,3.58M,,,,
_BKSY,2022-01-24T07:00:00+00:00,58130000,58.1M,,,,
_BKTI,2022-01-24T07:00:00+00:00,14700000,14.7M,,,,
_BKYI,2022-01-24T07:00:00+00:00,7160000,7.16M,,,,
_BLBD,2022-01-24T07:00:00+00:00,16850000,16.8M,,,,
_BLBX,2022-01-24T07:00:00+00:00,5260000,5.26M,,,,
_BLCM,2022-01-24T07:00:00+00:00,8310000,8.31M,,,,
_BLCT,2022-01-24T07:00:00+00:00,16670000,16.7M,,,,
_BLDE,2022-01-24T07:00:00+00:00,60200000,60.2M,,,,
_BLFS,2022-01-24T07:00:00+00:00,38750000,38.8M,,,,
_BLI,2022-01-24T07:00:00+00:00,55570000,55.6M,,,,
_BLIN,2022-01-24T07:00:00+00:00,6470000,6.47M,,,,
_BLNK,2022-01-24T07:00:00+00:00,36340000,36.3M,,,,
_BLPH,2022-01-24T07:00:00+00:00,9080000,9.08M,,,,
_BLRX,2022-01-24T07:00:00+00:00,46800000,46.8M,,,,
_BLSA,2022-01-24T07:00:00+00:00,14860000,14.9M,,,,
_BLTS,2022-01-24T07:00:00+00:00,23000000,23M,,,,
_BLU,2022-01-24T07:00:00+00:00,56630000,56.6M,,,,
_BLX,2022-01-24T07:00:00+00:00,30500000,30.5M,,,,
_BLZE,2022-01-24T07:00:00+00:00,7770000,7.77M,,,,
_BMA,2022-01-24T07:00:00+00:00,26280000,26.3M,,,,
_BMEA,2022-01-24T07:00:00+00:00,19270000,19.3M,,,,
_BMRA,2022-01-24T07:00:00+00:00,10510000,10.5M,,,,
_BMRC,2022-01-24T07:00:00+00:00,15300000,15.3M,,,,
_BMTX,2022-01-24T07:00:00+00:00,9210000,9.21M,,,,
_BNED,2022-01-24T07:00:00+00:00,37540000,37.5M,,,,
_BNFT,2022-01-24T07:00:00+00:00,29390000,29.4M,,,,
_BNR,2022-01-24T07:00:00+00:00,58510000,58.5M,,,,
_BNSO,2022-01-24T07:00:00+00:00,1140000,1.14M,,,,
_BNTC,2022-01-24T07:00:00+00:00,7230000,7.23M,,,,
_BOAC,2022-01-24T07:00:00+00:00,60750000,60.8M,,,,
_BOAS,2022-01-24T07:00:00+00:00,23000000,23M,,,,
_BOLT,2022-01-24T07:00:00+00:00,34800000,34.8M,,,,
_BOMN,2022-01-24T07:00:00+00:00,20820000,20.8M,,,,
_BON,2022-01-24T07:00:00+00:00,5690000,5.69M,,,,
_BOSC,2022-01-24T07:00:00+00:00,4290000,4.29M,,,,
_BOTJ,2022-01-24T07:00:00+00:00,4120000,4.12M,,,,
_BOWL,2022-01-24T07:00:00+00:00,1730000,1.73M,,,,
_BOXD,2022-01-24T07:00:00+00:00,6610000,6.61M,,,,
_BOXL,2022-01-24T07:00:00+00:00,56790000,56.8M,,,,
_BPMP,2022-01-24T07:00:00+00:00,47770000,47.8M,,,,
_BPT,2022-01-24T07:00:00+00:00,21400000,21.4M,,,,
_BPTH,2022-01-24T07:00:00+00:00,7130000,7.13M,,,,
_BPTS,2022-01-24T07:00:00+00:00,10780000,10.8M,,,,
_BRAG,2022-01-24T07:00:00+00:00,13630000,13.6M,,,,
_BRBR,2022-01-24T07:00:00+00:00,38720000,38.7M,,,,
_BREZ,2022-01-24T07:00:00+00:00,12060000,12.1M,,,,
_BRG,2022-01-24T07:00:00+00:00,26360000,26.4M,,,,
_BRID,2022-01-24T07:00:00+00:00,1750000,1.75M,,,,
_BRLI,2022-01-24T07:00:00+00:00,4120000,4.12M,,,,
_BRLT,2022-01-24T07:00:00+00:00,9540000,9.54M,,,,
_BRN,2022-01-24T07:00:00+00:00,4900000,4.9M,,,,
_BROG,2022-01-24T07:00:00+00:00,37310000,37.3M,,,,
_BRPM,2022-01-24T07:00:00+00:00,17250000,17.2M,,,,
_BRT,2022-01-24T07:00:00+00:00,14490000,14.5M,,,,
_BRTX,2022-01-24T07:00:00+00:00,2890000,2.89M,,,,
_BSBK,2022-01-24T07:00:00+00:00,5720000,5.72M,,,,
_BSET,2022-01-24T07:00:00+00:00,9110000,9.11M,,,,
_BSFC,2022-01-24T07:00:00+00:00,9140000,9.14M,,,,
_BSGM,2022-01-24T07:00:00+00:00,30820000,30.8M,,,,
_BSQR,2022-01-24T07:00:00+00:00,19420000,19.4M,,,,
_BSRR,2022-01-24T07:00:00+00:00,13900000,13.9M,,,,
_BSVN,2022-01-24T07:00:00+00:00,3730000,3.73M,,,,
_BTAI,2022-01-24T07:00:00+00:00,19020000,19M,,,,
_BTAQ,2022-01-24T07:00:00+00:00,34200000,34.2M,,,,
_BTBD,2022-01-24T07:00:00+00:00,2770000,2.77M,,,,
_BTBT,2022-01-24T07:00:00+00:00,29900000,29.9M,,,,
_BTCM,2022-01-24T07:00:00+00:00,36860000,36.9M,,,,
_BTCS,2022-01-24T07:00:00+00:00,4200000,4.2M,,,,
_BTCY,2022-01-24T07:00:00+00:00,37450000,37.4M,,,,
_BTN,2022-01-24T07:00:00+00:00,17060000,17.1M,,,,
_BTNB,2022-01-24T07:00:00+00:00,23000000,23M,,,,
_BTTR,2022-01-24T07:00:00+00:00,28640000,28.6M,,,,
_BTTX,2022-01-24T07:00:00+00:00,5940000,5.94M,,,,
_BTWN,2022-01-24T07:00:00+00:00,59500000,59.5M,,,,
_BTX,2022-01-24T07:00:00+00:00,26330000,26.3M,,,,
_BUSE,2022-01-24T07:00:00+00:00,50880000,50.9M,,,,
_BV,2022-01-24T07:00:00+00:00,52280000,52.3M,,,,
_BVH,2022-01-24T07:00:00+00:00,13950000,14M,,,,
_BVS,2022-01-24T07:00:00+00:00,33930000,33.9M,,,,
_BVXV,2022-01-24T07:00:00+00:00,14070000,14.1M,,,,
_BWAC,2022-01-24T07:00:00+00:00,12950000,13M,,,,
_BWAY,2022-01-24T07:00:00+00:00,10990000,11M,,,,
_BWB,2022-01-24T07:00:00+00:00,20710000,20.7M,,,,
_BWEN,2022-01-24T07:00:00+00:00,17890000,17.9M,,,,
_BWFG,2022-01-24T07:00:00+00:00,6430000,6.43M,,,,
_BWMN,2022-01-24T07:00:00+00:00,6520000,6.52M,,,,
_BWMX,2022-01-24T07:00:00+00:00,17720000,17.7M,,,,
_BY,2022-01-24T07:00:00+00:00,22590000,22.6M,,,,
_BYFC,2022-01-24T07:00:00+00:00,31220000,31.2M,,,,
_BYRN,2022-01-24T07:00:00+00:00,16480000,16.5M,,,,
_BYSI,2022-01-24T07:00:00+00:00,12270000,12.3M,,,,
_BZFD,2022-01-24T07:00:00+00:00,59700000,59.7M,,,,
_BZH,2022-01-24T07:00:00+00:00,29550000,29.6M,,,,
_BZUN,2022-01-24T07:00:00+00:00,52310000,52.3M,,,,
_CAAP,2022-01-24T07:00:00+00:00,29160000,29.2M,,,,
_CAAS,2022-01-24T07:00:00+00:00,11170000,11.2M,,,,
_CABA,2022-01-24T07:00:00+00:00,15720000,15.7M,,,,
_CADL,2022-01-24T07:00:00+00:00,18960000,19M,,,,
