ticker,utc_time,finviz_float_raw,finviz_float_fmt,finviz_outstanding_raw,finviz_outstanding_fmt,finviz_short_interest_raw,finviz_short_interest_fmt
_AFI,2022-03-01T07:00:00+00:00,20970000,21M,,,,
_AFIB,2022-03-01T07:00:00+00:00,25910000,25.9M,,,,
_AFYA,2022-03-01T07:00:00+00:00,34830000,34.8M,,,,
_AGCB,2022-03-01T07:00:00+00:00,45570000,45.6M,,,,
_AGFS,2022-03-01T07:00:00+00:00,20100000,20.1M,,,,
_AGFY,2022-03-01T07:00:00+00:00,16050000,16M,,,,
_AGIL,2022-03-01T07:00:00+00:00,29100000,29.1M,,,,
_AGIO,2022-03-01T07:00:00+00:00,53630000,53.6M,,,,
_AGLE,2022-03-01T07:00:00+00:00,48500000,48.5M,,,,
_AGMH,2022-03-01T07:00:00+00:00,10760000,10.8M,,,,
_AGRI,2022-03-01T07:00:00+00:00,12110000,12.1M,,,,
_AGS,2022-03-01T07:00:00+00:00,36440000,36.4M,,,,
_AGTC,2022-03-01T07:00:00+00:00,42290000,42.3M,,,,
_AGX,2022-03-01T07:00:00+00:00,14980000,15M,,,,
_AHG,2022-03-01T07:00:00+00:00,7940000,7.94M,,,,
_AHH,2022-03-01T07:00:00+00:00,60340000,60.3M,,,,
_AHI,2022-03-01T07:00:00+00:00,14760000,14.8M,,,,
_AHPI,2022-03-01T07:00:00+00:00,3260000,3.26M,,,,
_AIH,2022-03-01T07:00:00+00:00,23600000,23.6M,,,,
_AINC,2022-03-01T07:00:00+00:00,1820000,1.82M,,,,
_AINV,2022-03-01T07:00:00+00:00,63260000,63.3M,,,,
_AIP,2022-03-01T07:00:00+00:00,14770000,14.8M,,,,
_AIRG,2022-03-01T07:00:00+00:00,9410000,9.41M,,,,
_AIRS,2022-03-01T07:00:00+00:00,39990000,40M,,,,
_AIRT,2022-03-01T07:00:00+00:00,1520000,1.52M,,,,
_AJX,2022-03-01T07:00:00+00:00,20710000,20.7M,,,,
_AKRO,2022-03-01T07:00:00+00:00,29660000,29.7M,,,,
_AKIC,2022-03-01T07:00:00+00:00,18160000,18.2M,,,,
_AKTS,2022-03-01T07:00:00+00:00,52310000,52.3M,,,,
_AKTX,2022-03-01T07:00:00+00:00,28820000,28.8M,,,,
_AKUS,2022-03-01T07:00:00+00:00,33290000,33.3M,,,,
_AKYA,2022-03-01T07:00:00+00:00,32240000,32.2M,,,,
_ALAC,2022-03-01T07:00:00+00:00,1140000,1.14M,,,,
_ALBO,2022-03-01T07:00:00+00:00,16820000,16.8M,,,,
_ALCO,2022-03-01T07:00:00+00:00,4570000,4.57M,,,,
_ALDX,2022-03-01T07:00:00+00:00,47340000,47.3M,,,,
_ALF,2022-03-01T07:00:00+00:00,8210000,8.21M,,,,
_ALGS,2022-03-01T07:00:00+00:00,32890000,32.9M,,,,
_ALIM,2022-03-01T07:00:00+00:00,5310000,5.31M,,,,
_ALJJ,2022-03-01T07:00:00+00:00,9870000,9.87M,,,,
_ALKT,2022-03-01T07:00:00+00:00,51380000,51.4M,,,,
_ALLK,2022-03-01T07:00:00+00:00,50890000,50.9M,,,,
_ALLR,2022-03-01T07:00:00+00:00,5860000,5.86M,,,,
_ALLT,2022-03-01T07:00:00+00:00,35470000,35.5M,,,,
_ALOT,2022-03-01T07:00:00+00:00,6920000,6.92M,,,,
_ALPN,2022-03-01T07:00:00+00:00,21480000,21.5M,,,,
_ALR,2022-03-01T07:00:00+00:00,18320000,18.3M,,,,
_ALRS,2022-03-01T07:00:00+00:00,14890000,14.9M,,,,
_ALT,2022-03-01T07:00:00+00:00,37370000,37.4M,,,,
_ALTG,2022-03-01T07:00:00+00:00,25490000,25.5M,,,,
_ALVR,2022-03-01T07:00:00+00:00,32060000,32.1M,,,,
_ALTU,2022-03-01T07:00:00+00:00,30000000,30M,,,,
_ALXO,2022-03-01T07:00:00+00:00,24930000,24.9M,,,,
_ALYA,2022-03-01T07:00:00+00:00,49640000,49.6M,,,,
_ALZN,2022-03-01T07:00:00+00:00,48320000,48.3M,,,,
_AMAL,2022-03-01T07:00:00+00:00,27140000,27.1M,,,,
_AMAM,2022-03-01T07:00:00+00:00,5510000,5.51M,,,,
_AMBC,2022-03-01T07:00:00+00:00,45630000,45.6M,,,,
_AMK,2022-03-01T07:00:00+00:00,19390000,19.4M,,,,
_AMLX,2022-03-01T07:00:00+00:00,39570000,39.6M,,,,
_AMNB,2022-03-01T07:00:00+00:00,10320000,10.3M,,,,
_AMOT,2022-03-01T07:00:00+00:00,12190000,12.2M,,,,
_AMPG,2022-03-01T07:00:00+00:00,8900000,8.9M,,,,
_AMPH,2022-03-01T07:00:00+00:00,36860000,36.9M,,,,
_AMPY,2022-03-01T07:00:00+00:00,37670000,37.7M,,,,
_AMS,2022-03-01T07:00:00+00:00,3410000,3.41M,,,,
_AMSC,2022-03-01T07:00:00+00:00,26260000,26.3M,,,,
_AMTB,2022-03-01T07:00:00+00:00,27360000,27.4M,,,,
_AMTD,2022-03-01T07:00:00+00:00,20760000,20.8M,,,,
_AMTI,2022-03-01T07:00:00+00:00,29120000,29.1M,,,,
_AMTX,2022-03-01T07:00:00+00:00,31030000,31M,,,,
_AMYT,2022-03-01T07:00:00+00:00,13910000,13.9M,,,,
_ANAB,2022-03-01T07:00:00+00:00,27400000,27.4M,,,,
_ANEB,2022-03-01T07:00:00+00:00,5710000,5.71M,,,,
_ANGO,2022-03-01T07:00:00+00:00,36940000,36.9M,,,,
_ANGN,2022-03-01T07:00:00+00:00,18130000,18.1M,,,,
_ANIK,2022-03-01T07:00:00+00:00,14270000,14.3M,,,,
_ANIP,2022-03-01T07:00:00+00:00,8780000,8.78M,,,,
_ANIX,2022-03-01T07:00:00+00:00,28550000,28.6M,,,,
_ANNX,2022-03-01T07:00:00+00:00,37230000,37.2M,,,,
_ANVS,2022-03-01T07:00:00+00:00,5550000,5.55M,,,,
_AOMR,2022-03-01T07:00:00+00:00,19350000,19.4M,,,,
_AORT,2022-03-01T07:00:00+00:00,38260000,38.3M,,,,
_AOUT,2022-03-01T07:00:00+00:00,13630000,13.6M,,,,
_AP,2022-03-01T07:00:00+00:00,12250000,12.2M,,,,
_APCX,2022-03-01T07:00:00+00:00,6700000,6.7M,,,,
_APDN,2022-03-01T07:00:00+00:00,6840000,6.84M,,,,
_APEI,2022-03-01T07:00:00+00:00,18160000,18.2M,,,,
_APEN,2022-03-01T07:00:00+00:00,30390000,30.4M,,,,
_API,2022-03-01T07:00:00+00:00,58690000,58.7M,,,,
_APLT,2022-03-01T07:00:00+00:00,20840000,20.8M,,,,
_APM,2022-03-01T07:00:00+00:00,8800000,8.8M,,,,
_APR,2022-03-01T07:00:00+00:00,34710000,34.7M,,,,
_APRE,2022-03-01T07:00:00+00:00,19360000,19.4M,,,,
_APRN,2022-03-01T07:00:00+00:00,10530000,10.5M,,,,
_APT,2022-03-01T07:00:00+00:00,11890000,11.9M,,,,
_APTS,2022-03-01T07:00:00+00:00,51370000,51.4M,,,,
_APTX,2022-03-01T07:00:00+00:00,60070000,60.1M,,,,
_APVO,2022-03-01T07:00:00+00:00,4640000,4.64M,,,,
_APWC,2022-03-01T07:00:00+00:00,3390000,3.39M,,,,
_APYX,2022-03-01T07:00:00+00:00,30060000,30.1M,,,,
_AQST,2022-03-01T07:00:00+00:00,38850000,38.8M,,,,
_ARAV,2022-03-01T07:00:00+00:00,13210000,13.2M,,,,
_ARBK,2022-03-01T07:00:00+00:00,41480000,41.5M,,,,
_ARC,2022-03-01T07:00:00+00:00,36330000,36.3M,,,,
_ARCE,2022-03-01T07:00:00+00:00,26890000,26.9M,,,,
_ARCT,2022-03-01T07:00:00+00:00,22690000,22.7M,,,,
_ARDS,2022-03-01T07:00:00+00:00,9450000,9.45M,,,,
_AREB,2022-03-01T07:00:00+00:00,3990000,3.99M,,,,
_AREC,2022-03-01T07:00:00+00:00,47500000,47.5M,,,,
_ARHS,2022-03-01T07:00:00+00:00,25220000,25.2M,,,,
_ARIS,2022-03-01T07:00:00+00:00,6640000,6.64M,,,,
_ARKR,2022-03-01T07:00:00+00:00,1880000,1.88M,,,,
_ARL,2022-03-01T07:00:00+00:00,1480000,1.48M,,,,
_ARMP,2022-03-01T07:00:00+00:00,5010000,5.01M,,,,
_AROW,2022-03-01T07:00:00+00:00,15910000,15.9M,,,,
_ARQT,2022-03-01T07:00:00+00:00,47890000,47.9M,,,,
_ARRW,2022-03-01T07:00:00+00:00,21680000,21.7M,,,,
_ARTE,2022-03-01T07:00:00+00:00,20120000,20.1M,,,,
_ARTW,2022-03-01T07:00:00+00:00,2040000,2.04M,,,,
_ARYD,2022-03-01T07:00:00+00:00,14950000,15M,,,,
_ASA,2022-03-01T07:00:00+00:00,19230000,19.2M,,,,
_ASC,2022-03-01T07:00:00+00:00,32979999,33M,,,,
_ASIX,2022-03-01T07:00:00+00:00,27420000,27.4M,,,,
_ASLE,2022-03-01T07:00:00+00:00,36410000,36.4M,,,,
_ASMB,2022-03-01T07:00:00+00:00,44380000,44.4M,,,,
_ASPN,2022-03-01T07:00:00+00:00,31660000,31.7M,,,,
_ASPS,2022-03-01T07:00:00+00:00,9260000,9.26M,,,,
_ASPU,2022-03-01T07:00:00+00:00,22830000,22.8M,,,,
_ASRT,2022-03-01T07:00:00+00:00,43310000,43.3M,,,,
_ASRV,2022-03-01T07:00:00+00:00,15440000,15.4M,,,,
_ASTS,2022-03-01T07:00:00+00:00,38900000,38.9M,,,,
_ASUR,2022-03-01T07:00:00+00:00,17800000,17.8M,,,,
_ASYS,2022-03-01T07:00:00+00:00,13680000,13.7M,,,,
_ATCX,2022-03-01T07:00:00+00:00,28270000,28.3M,,,,
_ATGE,2022-03-01T07:00:00+00:00,48470000,48.5M,,,,
_ATHA,2022-03-01T07:00:00+00:00,35480000,35.5M,,,,
_ATIF,2022-03-01T07:00:00+00:00,3060000,3.06M,,,,
_ATLO,2022-03-01T07:00:00+00:00,8950000,8.95M,,,,
_ATNF,2022-03-01T07:00:00+00:00,22530000,22.5M,,,,
_ATNI,2022-03-01T07:00:00+00:00,10920000,10.9M,,,,
_ATNM,2022-03-01T07:00:00+00:00,21530000,21.5M,,,,
_ATOM,2022-03-01T07:00:00+00:00,20730000,20.7M,,,,
_ATRO,2022-03-01T07:00:00+00:00,27720000,27.7M,,,,
_ATTO,2022-03-01T07:00:00+00:00,3860000,3.86M,,,,
_ATXS,2022-03-01T07:00:00+00:00,12740000,12.7M,,,,
_ATY,2022-03-01T07:00:00+00:00,54510000,54.5M,,,,
_AUBN,2022-03-01T07:00:00+00:00,2270000,2.27M,,,,
_AUDC,2022-03-01T07:00:00+00:00,24600000,24.6M,,,,
_AUID,2022-03-01T07:00:00+00:00,16469999,16.5M,,,,
_AURA,2022-03-01T07:00:00+00:00,11280000,11.3M,,,,
_AUS,2022-03-01T07:00:00+00:00,39430000,39.4M,,,,
_AUTL,2022-03-01T07:00:00+00:00,33020000,33M,,,,
_AUTO,2022-03-01T07:00:00+00:00,7290000,7.29M,,,,
_AUUD,2022-03-01T07:00:00+00:00,8970000,8.97M,,,,
_AUVI,2022-03-01T07:00:00+00:00,3290000,3.29M,,,,
_AVAC,2022-03-01T07:00:00+00:00,20860000,20.9M,,,,
_AVAN,2022-03-01T07:00:00+00:00,59900000,59.9M,,,,
_AVD,2022-03-01T07:00:00+00:00,27100000,27.1M,,,,
_AVDL,2022-03-01T07:00:00+00:00,35640000,35.6M,,,,
_AVEO,2022-03-01T07:00:00+00:00,34320000,34.3M,,,,
_AVID,2022-03-01T07:00:00+00:00,42060000,42.1M,,,,
_AVNS,2022-03-01T07:00:00+00:00,46770000,46.8M,,,,
_AVNW,2022-03-01T07:00:00+00:00,10290000,10.3M,,,,
_AVO,2022-03-01T07:00:00+00:00,39800000,39.8M,,,,
_AVRO,2022-03-01T07:00:00+00:00,42540000,42.5M,,,,
_AVTE,2022-03-01T07:00:00+00:00,4000000,4M,,,,
_AWH,2022-03-01T07:00:00+00:00,63050000,63M,,,,
_AWRE,2022-03-01T07:00:00+00:00,13110000,13.1M,,,,
_AWX,2022-03-01T07:00:00+00:00,2310000,2.31M,,,,
_AXDX,2022-03-01T07:00:00+00:00,37340000,37.3M,,,,
_AXGN,2022-03-01T07:00:00+00:00,39610000,39.6M,,,,
_AXLA,2022-03-01T07:00:00+00:00,31470000,31.5M,,,,
_AXR,2022-03-01T07:00:00+00:00,3150000,3.15M,,,,
_AXSM,2022-03-01T07:00:00+00:00,29560000,29.6M,,,,
_AXTI,2022-03-01T07:00:00+00:00,40020000,40M,,,,
_AYLA,2022-03-01T07:00:00+00:00,9750000,9.75M,,,,
_AYRO,2022-03-01T07:00:00+00:00,31770000,31.8M,,,,
_AYTU,2022-03-01T07:00:00+00:00,26380000,26.4M,,,,
_AZ,2022-03-01T07:00:00+00:00,16890000,16.9M,,,,
_AZRE,2022-03-01T07:00:00+00:00,10020000,10M,,,,
_AZYO,2022-03-01T07:00:00+00:00,8560000,8.56M,,,,
_BALY,2022-03-01T07:00:00+00:00,33270000,33.3M,,,,
_BANC,2022-03-01T07:00:00+00:00,54590000,54.6M,,,,
_BAND,2022-03-01T07:00:00+00:00,22580000,22.6M,,,,
_BASE,2022-03-01T07:00:00+00:00,42190000,42.2M,,,,
_BATL,2022-03-01T07:00:00+00:00,16149999,16.1M,,,,
_BBAI,2022-03-01T07:00:00+00:00,12730000,12.7M,,,,
_BBCP,2022-03-01T07:00:00+00:00,26740000,26.7M,,,,
_BBDC,2022-03-01T07:00:00+00:00,46380000,46.4M,,,,
_BBGI,2022-03-01T07:00:00+00:00,8740000,8.74M,,,,
_BBLG,2022-03-01T07:00:00+00:00,3090000,3.09M,,,,
_BBQ,2022-03-01T07:00:00+00:00,8490000,8.49M,,,,
_BBW,2022-03-01T07:00:00+00:00,14430000,14.4M,,,,
_BCAB,2022-03-01T07:00:00+00:00,30040000,30M,,,,
_BCAC,2022-03-01T07:00:00+00:00,7430000,7.43M,,,,
_BCBP,2022-03-01T07:00:00+00:00,15140000,15.1M,,,,
_BCDA,2022-03-01T07:00:00+00:00,11650000,11.6M,,,,
_BCEL,2022-03-01T07:00:00+00:00,22620000,22.6M,,,,
_BCLI,2022-03-01T07:00:00+00:00,26660000,26.7M,,,,
_BCML,2022-03-01T07:00:00+00:00,9830000,9.83M,,,,
_BCOR,2022-03-01T07:00:00+00:00,47710000,47.7M,,,,
_BCOV,2022-03-01T07:00:00+00:00,40380000,40.4M,,,,
_BCSF,2022-03-01T07:00:00+00:00,52420000,52.4M,,,,
_BCTX,2022-03-01T07:00:00+00:00,13060000,13.1M,,,,
_BDL,2022-03-01T07:00:00+00:00,550000,550K,,,,
_BDSX,2022-03-01T07:00:00+00:00,5370000,5.37M,,,,
_BDTX,2022-03-01T07:00:00+00:00,34910000,34.9M,,,,
_BEAT,2022-03-01T07:00:00+00:00,5090000,5.09M,,,,
_BEDU,2022-03-01T07:00:00+00:00,19850000,19.8M,,,,
_BEEM,2022-03-01T07:00:00+00:00,7550000,7.55M,,,,
_BENE,2022-03-01T07:00:00+00:00,11890000,11.9M,,,,
_BFI,2022-03-01T07:00:00+00:00,12810000,12.8M,,,,
_BFIN,2022-03-01T07:00:00+00:00,11520000,11.5M,,,,
_BFRA,2022-03-01T07:00:00+00:00,13160000,13.2M,,,,
_BFRI,2022-03-01T07:00:00+00:00,3600000,3.6M,,,,
_BFST,2022-03-01T07:00:00+00:00,18160000,18.2M,,,,
_BGFV,2022-03-01T07:00:00+00:00,20850000,20.8M,,,,
_BGI,2022-03-01T07:00:00+00:00,3190000,3.19M,,,,
_BGS,2022-03-01T07:00:00+00:00,63560000,63.6M,,,,
_BGSF,2022-03-01T07:00:00+00:00,9980000,9.98M,,,,
_BHB,2022-03-01T07:00:00+00:00,14640000,14.6M,,,,
_BHE,2022-03-01T07:00:00+00:00,34770000,34.8M,,,,
_BHLB,2022-03-01T07:00:00+00:00,48120000,48.1M,,,,
_BHR,2022-03-01T07:00:00+00:00,53670000,53.7M,,,,
_BIG,2022-03-01T07:00:00+00:00,27950000,28M,,,,
_BIGC,2022-03-01T07:00:00+00:00,61410000,61.4M,,,,
_BIMI,2022-03-01T07:00:00+00:00,32070000,32.1M,,,,
_BIOC,2022-03-01T07:00:00+00:00,16840000,16.8M,,,,
_BIOX,2022-03-01T07:00:00+00:00,460000,460K,,,,
_BIRD,2022-03-01T07:00:00+00:00,24920000,24.9M,,,,
_BITE,2022-03-01T07:00:00+00:00,20800000,20.8M,,,,
_BIVI,2022-03-01T07:00:00+00:00,5060000,5.06M,,,,
_BJDX,2022-03-01T07:00:00+00:00,9640000,9.64M,,,,
_BJRI,2022-03-01T07:00:00+00:00,22290000,22.3M,,,,
_BKE,2022-03-01T07:00:00+00:00,29820000,29.8M,,,,
_BKEP,2022-03-01T07:00:00+00:00,3500000,3.5M,,,,
_BKSC,2022-03-01T07:00:00+00:00,3580000,3.58M,,,,
_BKSY,2022-03-01T07:00:00+00:00,58130000,58.1M,,,,
_BKTI,2022-03-01T07:00:00+00:00,14700000,14.7M,,,,
_BKYI,2022-03-01T07:00:00+00:00,7160000,7.16M,,,,
_BLBD,2022-03-01T07:00:00+00:00,21500000,21.5M,,,,
_BLBX,2022-03-01T07:00:00+00:00,5260000,5.26M,,,,
_BLCM,2022-03-01T07:00:00+00:00,8310000,8.31M,,,,
_BLCT,2022-03-01T07:00:00+00:00,16670000,16.7M,,,,
_BLDE,2022-03-01T07:00:00+00:00,59680000,59.7M,,,,
_BLFS,2022-03-01T07:00:00+00:00,38760000,38.8M,,,,
_BLI,2022-03-01T07:00:00+00:00,56500000,56.5M,,,,
_BLIN,2022-03-01T07:00:00+00:00,10070000,10.1M,,,,
_BLNK,2022-03-01T07:00:00+00:00,36340000,36.3M,,,,
_BLPH,2022-03-01T07:00:00+00:00,9080000,9.08M,,,,
_BLRX,2022-03-01T07:00:00+00:00,46800000,46.8M,,,,
_BLSA,2022-03-01T07:00:00+00:00,14860000,14.9M,,,,
_BLTS,2022-03-01T07:00:00+00:00,23000000,23M,,,,
_BLU,2022-03-01T07:00:00+00:00,61120000,61.1M,,,,
_BLX,2022-03-01T07:00:00+00:00,30500000,30.5M,,,,
_BLZE,2022-03-01T07:00:00+00:00,7880000,7.88M,,,,
_BMA,2022-03-01T07:00:00+00:00,26280000,26.3M,,,,
_BMAQ,2022-03-01T07:00:00+00:00,12510000,12.5M,,,,
_BMEA,2022-03-01T07:00:00+00:00,19180000,19.2M,,,,
_BMRA,2022-03-01T07:00:00+00:00,10850000,10.8M,,,,
_BMRC,2022-03-01T07:00:00+00:00,15300000,15.3M,,,,
_BMTX,2022-03-01T07:00:00+00:00,9210000,9.21M,,,,
_BNED,2022-03-01T07:00:00+00:00,39080000,39.1M,,,,
_BNFT,2022-03-01T07:00:00+00:00,29430000,29.4M,,,,
_BNR,2022-03-01T07:00:00+00:00,58510000,58.5M,,,,
_BNSO,2022-03-01T07:00:00+00:00,1140000,1.14M,,,,
_BNTC,2022-03-01T07:00:00+00:00,7360000,7.36M,,,,
_BOAC,2022-03-01T07:00:00+00:00,60750000,60.8M,,,,
_BOAS,2022-03-01T07:00:00+00:00,23000000,23M,,,,
_BOLT,2022-03-01T07:00:00+00:00,34760000,34.8M,,,,
_BON,2022-03-01T07:00:00+00:00,3980000,3.98M,,,,
_BOOM,2022-03-01T07:00:00+00:00,18430000,18.4M,,,,
_BOSC,2022-03-01T07:00:00+00:00,4270000,4.27M,,,,
_BOTJ,2022-03-01T07:00:00+00:00,4120000,4.12M,,,,
_BOXD,2022-03-01T07:00:00+00:00,6610000,6.61M,,,,
_BOXL,2022-03-01T07:00:00+00:00,56790000,56.8M,,,,
_BPAC,2022-03-01T07:00:00+00:00,20000000,20M,,,,
_BPMP,2022-03-01T07:00:00+00:00,47770000,47.8M,,,,
_BPT,2022-03-01T07:00:00+00:00,21400000,21.4M,,,,
_BPTH,2022-03-01T07:00:00+00:00,7130000,7.13M,,,,
_BPTS,2022-03-01T07:00:00+00:00,10780000,10.8M,,,,
_BRAG,2022-03-01T07:00:00+00:00,13630000,13.6M,,,,
_BRBR,2022-03-01T07:00:00+00:00,38610000,38.6M,,,,
_BREZ,2022-03-01T07:00:00+00:00,11320000,11.3M,,,,
_BRFH,2022-03-01T07:00:00+00:00,6360000,6.36M,,,,
_BRG,2022-03-01T07:00:00+00:00,26360000,26.4M,,,,
_BRID,2022-03-01T07:00:00+00:00,1750000,1.75M,,,,
_BRLI,2022-03-01T07:00:00+00:00,4120000,4.12M,,,,
_BRLT,2022-03-01T07:00:00+00:00,8850000,8.85M,,,,
_BRN,2022-03-01T07:00:00+00:00,4710000,4.71M,,,,
_BROG,2022-03-01T07:00:00+00:00,37310000,37.3M,,,,
_BRPM,2022-03-01T07:00:00+00:00,17250000,17.2M,,,,
_BRT,2022-03-01T07:00:00+00:00,14400000,14.4M,,,,
_BRTX,2022-03-01T07:00:00+00:00,2890000,2.89M,,,,
_BSBK,2022-03-01T07:00:00+00:00,5700000,5.7M,,,,
_BSET,2022-03-01T07:00:00+00:00,9230000,9.23M,,,,
_BSFC,2022-03-01T07:00:00+00:00,9140000,9.14M,,,,
_BSGM,2022-03-01T07:00:00+00:00,30820000,30.8M,,,,
_BSQR,2022-03-01T07:00:00+00:00,19420000,19.4M,,,,
_BSRR,2022-03-01T07:00:00+00:00,14040000,14M,,,,
_BSVN,2022-03-01T07:00:00+00:00,3730000,3.73M,,,,
_BTAI,2022-03-01T07:00:00+00:00,19030000,19M,,,,
_BTAQ,2022-03-01T07:00:00+00:00,34500000,34.5M,,,,
_BTBD,2022-03-01T07:00:00+00:00,2770000,2.77M,,,,
_BTBT,2022-03-01T07:00:00+00:00,29900000,29.9M,,,,
_BTCM,2022-03-01T07:00:00+00:00,37040000,37M,,,,
_BTCS,2022-03-01T07:00:00+00:00,4200000,4.2M,,,,
_BTCY,2022-03-01T07:00:00+00:00,40820000,40.8M,,,,
_BTN,2022-03-01T07:00:00+00:00,16010000,16M,,,,
_BTNB,2022-03-01T07:00:00+00:00,23000000,23M,,,,
_BTTR,2022-03-01T07:00:00+00:00,22980000,23M,,,,
_BTTX,2022-03-01T07:00:00+00:00,5940000,5.94M,,,,
_BTWN,2022-03-01T07:00:00+00:00,59500000,59.5M,,,,
_BTX,2022-03-01T07:00:00+00:00,28030000,28M,,,,
_BUSE,2022-03-01T07:00:00+00:00,51110000,51.1M,,,,
_BV,2022-03-01T07:00:00+00:00,44150000,44.2M,,,,
_BVH,2022-03-01T07:00:00+00:00,13840000,13.8M,,,,
_BVS,2022-03-01T07:00:00+00:00,33930000,33.9M,,,,
_BVXV,2022-03-01T07:00:00+00:00,14070000,14.1M,,,,
_BWAC,2022-03-01T07:00:00+00:00,12950000,13M,,,,
_BWAY,2022-03-01T07:00:00+00:00,8930000,8.93M,,,,
_BWB,2022-03-01T07:00:00+00:00,20330000,20.3M,,,,
_BWEN,2022-03-01T07:00:00+00:00,17890000,17.9M,,,,
_BWFG,2022-03-01T07:00:00+00:00,6440000,6.44M,,,,
_BWMN,2022-03-01T07:00:00+00:00,8680000,8.68M,,,,
