ticker,utc_time,finviz_float_raw,finviz_float_fmt,finviz_outstanding_raw,finviz_outstanding_fmt,finviz_short_interest_raw,finviz_short_interest_fmt
_AACG,2022-10-03T07:00:00+00:00,29860000,29.9M,,,,
_AACI,2022-10-03T07:00:00+00:00,15160000,15.2M,,,,
_AADI,2022-10-03T07:00:00+00:00,18170000,18.2M,,,,
_AAIC,2022-10-03T07:00:00+00:00,27560000,27.6M,,,,
_AAME,2022-10-03T07:00:00+00:00,4090000,4.09M,,,,
_AAN,2022-10-03T07:00:00+00:00,29810000,29.8M,,,,
_AAOI,2022-10-03T07:00:00+00:00,26300000,26.3M,,,,
_AAT,2022-10-03T07:00:00+00:00,59850000,59.8M,,,,
_AATC,2022-10-03T07:00:00+00:00,3110000,3.11M,,,,
_ABEO,2022-10-03T07:00:00+00:00,5330000,5.33M,,,,
_ABGI,2022-10-03T07:00:00+00:00,15060000,15.1M,,,,
_ABIO,2022-10-03T07:00:00+00:00,14300000,14.3M,,,,
_ABOS,2022-10-03T07:00:00+00:00,34130000,34.1M,,,,
_ABSI,2022-10-03T07:00:00+00:00,63290000,63.3M,,,,
_ABST,2022-10-03T07:00:00+00:00,34060000,34.1M,,,,
_AC,2022-10-03T07:00:00+00:00,3000000,3M,,,,
_ACAQ,2022-10-03T07:00:00+00:00,23000000,23M,,,,
_ACEL,2022-10-03T07:00:00+00:00,56260000,56.3M,,,,
_ACER,2022-10-03T07:00:00+00:00,13750000,13.8M,,,,
_ACET,2022-10-03T07:00:00+00:00,38270000,38.3M,,,,
_ACEV,2022-10-03T07:00:00+00:00,3790000,3.79M,,,,
_ACHL,2022-10-03T07:00:00+00:00,38770000,38.8M,,,,
_ACHV,2022-10-03T07:00:00+00:00,9640000,9.64M,,,,
_ACII,2022-10-03T07:00:00+00:00,34500000,34.5M,,,,
_ACIU,2022-10-03T07:00:00+00:00,40050000,40M,,,,
_ACLX,2022-10-03T07:00:00+00:00,39910000,39.9M,,,,
_ACMR,2022-10-03T07:00:00+00:00,44470000,44.5M,,,,
_ACNB,2022-10-03T07:00:00+00:00,8160000,8.16M,,,,
_ACNT,2022-10-03T07:00:00+00:00,8600000,8.6M,,,,
_ACP,2022-10-03T07:00:00+00:00,24100000,24.1M,,,,
_ACQR,2022-10-03T07:00:00+00:00,42030000,42M,,,,
_ACR,2022-10-03T07:00:00+00:00,8039999,8.04M,,,,
_ACRE,2022-10-03T07:00:00+00:00,51360000,51.4M,,,,
_ACRO,2022-10-03T07:00:00+00:00,34500000,34.5M,,,,
_ACRS,2022-10-03T07:00:00+00:00,59630000,59.6M,,,,
_ACTG,2022-10-03T07:00:00+00:00,36400000,36.4M,,,,
_ACU,2022-10-03T07:00:00+00:00,3080000,3.08M,,,,
_ACV,2022-10-03T07:00:00+00:00,10360000,10.4M,,,,
_ACXP,2022-10-03T07:00:00+00:00,8970000,8.97M,,,,
_ADAG,2022-10-03T07:00:00+00:00,38510000,38.5M,,,,
_ADCT,2022-10-03T07:00:00+00:00,36710000,36.7M,,,,
_ADER,2022-10-03T07:00:00+00:00,27500000,27.5M,,,,
_ADES,2022-10-03T07:00:00+00:00,18730000,18.7M,,,,
_ADEX,2022-10-03T07:00:00+00:00,27630000,27.6M,,,,
_ADN,2022-10-03T07:00:00+00:00,24980000,25M,,,,
_ADOC,2022-10-03T07:00:00+00:00,2420000,2.42M,,,,
_ADSE,2022-10-03T07:00:00+00:00,20710000,20.7M,,,,
_ADTX,2022-10-03T07:00:00+00:00,1110000,1.11M,,,,
_AE,2022-10-03T07:00:00+00:00,2360000,2.36M,,,,
_AEAC,2022-10-03T07:00:00+00:00,23000000,23M,,,,
_AEF,2022-10-03T07:00:00+00:00,50730000,50.7M,,,,
_AEHR,2022-10-03T07:00:00+00:00,24760000,24.8M,,,,
