_AVCT,2022-11-03T07:00:00+00:00,30220000,30.22M,32479999,32.48M,0.0401,4.01%
_AVD,2022-11-03T07:00:00+00:00,28980000,28.98M,29600000,29.60M,0.0236,2.36%
_AVDL,2022-11-03T07:00:00+00:00,35640000,35.64M,59040000,59.04M,0.11449999999999999,11.45%
_AVEO,2022-11-03T07:00:00+00:00,33630000,33.63M,34500000,34.50M,0.0339,3.39%
_AVGR,2022-11-03T07:00:00+00:00,7010000,7.01M,7040000,7.04M,0.0143,1.43%
_AVID,2022-11-03T07:00:00+00:00,41080000,41.08M,44740000,44.74M,0.058600000000000006,5.86%
_AVK,2022-11-03T07:00:00+00:00,34450000,34.45M,34590000,34.59M,0.0002,0.02%
_AVNS,2022-11-03T07:00:00+00:00,45770000,45.77M,47200000,47.20M,0.0268,2.68%
_AVNW,2022-11-03T07:00:00+00:00,10960000,10.96M,11150000,11.15M,0.028700000000000003,2.87%
_AVO,2022-11-03T07:00:00+00:00,40940000,40.94M,70660000,70.66M,0.0187,1.87%
_AVTE,2022-11-03T07:00:00+00:00,24440000,24.44M,24450000,24.45M,0.0616,6.16%
_AVTX,2022-11-03T07:00:00+00:00,7570000,7.57M,9400000,9.40M,0.0064,0.64%
_AWRE,2022-11-03T07:00:00+00:00,13170000,13.17M,21660000,21.66M,0.0037,0.37%
_AWX,2022-11-03T07:00:00+00:00,2290000,2.29M,3900000,3.90M,0.0029,0.29%
_AXGN,2022-11-03T07:00:00+00:00,40300000,40.30M,41990000,41.99M,0.0239,2.39%
_AXR,2022-11-03T07:00:00+00:00,3120000,3.12M,5270000,5.27M,0.0051,0.51%
_AXTI,2022-11-03T07:00:00+00:00,40310000,40.31M,42000000,42.00M,0.0226,2.26%
_AZ,2022-11-03T07:00:00+00:00,18200000,18.20M,27260000,27.26M,0.0034999999999999996,0.35%
_AZRE,2022-11-03T07:00:00+00:00,64120000,64.12M,64160000,64.16M,0.0394,3.94%
_AZYO,2022-11-03T07:00:00+00:00,9170000,9.17M,13620000,13.62M,0.0006,0.06%
_AZZ,2022-11-03T07:00:00+00:00,24430000,24.43M,24840000,24.84M,0.021,2.10%
_B,2022-11-03T07:00:00+00:00,48060000,48.06M,51000000,51.00M,0.0262,2.62%
_BACA,2022-11-03T07:00:00+00:00,26360000,26.36M,34390000,34.39M,0.0014000000000000002,0.14%
_BALY,2022-11-03T07:00:00+00:00,39090000,39.09M,60510000,60.51M,0.0786,7.86%
_BAMR,2022-11-03T07:00:00+00:00,9710000,9.71M,34450000,34.45M,0.0023,0.23%
_BANC,2022-11-03T07:00:00+00:00,55300000,55.30M,538200000,538.20M,0.0215,2.15%
_BAND,2022-11-03T07:00:00+00:00,21110000,21.11M,25280000,25.28M,0.11599999999999999,11.60%
_BANX,2022-11-03T07:00:00+00:00,7050000,7.05M,7100000,7.10M,0.0006,0.06%
_BASE,2022-11-03T07:00:00+00:00,44330000,44.33M,44650000,44.65M,0.023100000000000002,2.31%
_BATL,2022-11-03T07:00:00+00:00,16090000,16.09M,16340000,16.34M,0.0182,1.82%
_BBAI,2022-11-03T07:00:00+00:00,4230000,4.23M,126220000,126.22M,0.1292,12.92%
_BBCP,2022-11-03T07:00:00+00:00,26940000,26.94M,54010000,54.01M,0.026000000000000002,2.60%
_BBGI,2022-11-03T07:00:00+00:00,9050000,9.05M,29420000,29.42M,0.0078000000000000005,0.78%
_BBN,2022-11-03T07:00:00+00:00,60940000,60.94M,60940000,60.94M,0.0003,0.03%
_BBU,2022-11-03T07:00:00+00:00,48310000,48.31M,74610000,74.61M,0.0005,0.05%
_BBW,2022-11-03T07:00:00+00:00,13230000,13.23M,15280000,15.28M,0.11449999999999999,11.45%
_BCAB,2022-11-03T07:00:00+00:00,30380000,30.38M,37540000,37.54M,0.1675,16.75%
_BCAN,2022-11-03T07:00:00+00:00,880000,0.88M,37880000,37.88M,0.0422,4.22%
_BCBP,2022-11-03T07:00:00+00:00,14930000,14.93M,16980000,16.98M,0.0217,2.17%
_BCDA,2022-11-03T07:00:00+00:00,12350000,12.35M,17650000,17.65M,0.0045000000000000005,0.45%
